Code AGB;Code CIQUAL;Groupe d'aliment;Sous-groupe d'aliment;Nom du Produit en Français;LCI Name;code saison;code avion;Livraison;Matériau d'emballage;Préparation;DQR;Score unique EF 3.1;Changement climatique;Appauvrissement de la couche d'ozone;Rayonnements ionisants;Formation photochimique d'ozone;Particules fines;Effets toxicologiques sur la santé humaine : substances non-cancérogènes;Effets toxicologiques sur la santé humaine : substances cancérogènes;Acidification terrestre et eaux douces;Eutrophisation eaux douces;Eutrophisation marine;Eutrophisation terrestre;Écotoxicité pour écosystèmes aquatiques d'eau douce;Utilisation du sol;Épuisement des ressources eau;Épuisement des ressources énergétiques;Épuisement des ressources minéraux
23412;23412;produits céréaliers;farines et pâtes à tarte;Pâte brisée, matière grasse végétale, cuite;Pastry, short crust, baked;2;0;Glacé;LDPE;Four ;2.13;3.72E-01;3.31E+00;1.56E-07;1.36E+00;6.74E-03;2.38E-07;6.84E-08;2.41E-09;3.38E-02;4.73E-04;1.31E-02;1.41E-01;3.49E+01;1.89E+02;1.24E+00;4.26E+01;1.48E-05
23414;23414;produits céréaliers;farines et pâtes à tarte;Pâte brisée, pur beurre, crue;Short crust pastry, pure butter, raw;2;0;Glacé;LDPE;Four ;2.13;3.72E-01;3.31E+00;1.56E-07;1.36E+00;6.74E-03;2.38E-07;6.84E-08;2.41E-09;3.38E-02;4.73E-04;1.31E-02;1.41E-01;3.49E+01;1.89E+02;1.24E+00;4.26E+01;1.48E-05
23415;23415;produits céréaliers;farines et pâtes à tarte;Pâte brisée, pur beurre, surgelée, crue;Short crust pastry, pure butter, frozen, raw;2;0;Congelé;LDPE;Four ;2.13;3.72E-01;3.22E+00;1.54E-07;1.57E+00;6.57E-03;2.30E-07;6.65E-08;2.36E-09;3.25E-02;4.66E-04;1.26E-02;1.35E-01;3.35E+01;1.81E+02;1.21E+00;4.66E+01;1.58E-05
23424;23424;produits céréaliers;farines et pâtes à tarte;Pâte feuilletée pur beurre, crue;Puff pastry, pure butter, raw;2;0;Glacé;LDPE;Four ;2.13;4.00E-01;3.64E+00;1.61E-07;1.38E+00;7.16E-03;2.61E-07;7.75E-08;2.54E-09;3.72E-02;5.00E-04;1.37E-02;1.56E-01;3.79E+01;2.03E+02;1.34E+00;4.33E+01;1.55E-05
23426;23426;produits céréaliers;farines et pâtes à tarte;Pâte feuilletée pur beurre, cuite;Puff pastry, pure butter, cooked;2;0;Glacé;LDPE;Four ;2.13;4.00E-01;3.64E+00;1.61E-07;1.38E+00;7.16E-03;2.61E-07;7.75E-08;2.54E-09;3.72E-02;5.00E-04;1.37E-02;1.56E-01;3.79E+01;2.03E+02;1.34E+00;4.33E+01;1.55E-05
23425;23425;produits céréaliers;farines et pâtes à tarte;Pâte feuilletée pur beurre, surgelée crue;Puff pastry, pure butter, frozen, raw;2;0;Congelé;LDPE;Four ;2.13;3.98E-01;3.54E+00;1.59E-07;1.59E+00;6.97E-03;2.52E-07;7.52E-08;2.48E-09;3.58E-02;4.91E-04;1.32E-02;1.49E-01;3.64E+01;1.94E+02;1.30E+00;4.73E+01;1.65E-05
23422;23422;produits céréaliers;farines et pâtes à tarte;Pâte feuilletée, cuite;Puff pastry, cooked;2;0;Glacé;LDPE;Four ;2.13;4.11E-01;3.63E+00;1.63E-07;1.39E+00;7.28E-03;2.78E-07;7.85E-08;2.61E-09;3.95E-02;5.18E-04;1.40E-02;1.66E-01;4.00E+01;2.04E+02;1.50E+00;4.36E+01;1.56E-05
23420;23420;produits céréaliers;farines et pâtes à tarte;Pâte feuilletée, matière grasse végétale, crue;Puff pastry, raw;2;0;Glacé;LDPE;Four ;2.52;4.00E-01;3.64E+00;1.61E-07;1.38E+00;7.16E-03;2.61E-07;7.75E-08;2.54E-09;3.72E-02;5.00E-04;1.37E-02;1.56E-01;3.79E+01;2.03E+02;1.34E+00;4.33E+01;1.55E-05
23421;23421;produits céréaliers;farines et pâtes à tarte;Pâte feuilletée, surgelée, crue;Puff pastry, frozen, raw;2;0;Congelé;LDPE;Four ;2.13;3.98E-01;3.54E+00;1.59E-07;1.59E+00;6.97E-03;2.52E-07;7.52E-08;2.48E-09;3.58E-02;4.91E-04;1.32E-02;1.49E-01;3.64E+01;1.94E+02;1.30E+00;4.73E+01;1.65E-05
23445;23445;produits céréaliers;farines et pâtes à tarte;Pâte phyllo ou Pâte filo, crue;Phyllo or filo dough, raw;2;0;Glacé;LDPE;Four ;2.55;2.79E-01;1.78E+00;1.73E-07;1.25E+00;5.92E-03;1.45E-07;6.67E-08;2.39E-09;1.89E-02;4.30E-04;1.17E-02;7.81E-02;2.50E+01;1.76E+02;2.06E+00;4.19E+01;1.34E-05
23444;23444;produits céréaliers;farines et pâtes à tarte;Pâte sablée pur beurre, crue;Shortbread dough, pure butter, raw;2;0;Glacé;LDPE;Four ;2.13;3.92E-01;3.25E+00;1.62E-07;1.36E+00;7.02E-03;2.71E-07;6.81E-08;2.47E-09;3.83E-02;5.06E-04;1.37E-02;1.61E-01;3.75E+01;1.86E+02;1.79E+00;4.34E+01;1.53E-05
23448;23448;produits céréaliers;farines et pâtes à tarte;Pâte sablée pur beurre, cuite;Shortbread dough, pure butter, cooked;2;0;Glacé;LDPE;Four ;2.13;3.92E-01;3.25E+00;1.62E-07;1.36E+00;7.02E-03;2.71E-07;6.81E-08;2.47E-09;3.83E-02;5.06E-04;1.37E-02;1.61E-01;3.75E+01;1.86E+02;1.79E+00;4.34E+01;1.53E-05
23446;23446;produits céréaliers;farines et pâtes à tarte;Pâte sablée pur beurre, surgelée, crue;Shortbread dough, pure butter, frozen, raw;2;0;Congelé;LDPE;Four ;2.13;3.91E-01;3.16E+00;1.60E-07;1.57E+00;6.83E-03;2.61E-07;6.62E-08;2.41E-09;3.69E-02;4.97E-04;1.32E-02;1.54E-01;3.59E+01;1.78E+02;1.73E+00;4.74E+01;1.63E-05
23440;23440;produits céréaliers;farines et pâtes à tarte;Pâte sablée, crue;Shortbread dough, raw;2;0;Glacé;LDPE;Four ;2.13;3.92E-01;3.25E+00;1.62E-07;1.36E+00;7.02E-03;2.71E-07;6.81E-08;2.47E-09;3.83E-02;5.06E-04;1.37E-02;1.61E-01;3.75E+01;1.86E+02;1.79E+00;4.34E+01;1.53E-05
23442;23442;produits céréaliers;farines et pâtes à tarte;Pâte sablée, cuite;Shortbread dough, cooked;2;0;Glacé;LDPE;Four ;2.13;3.92E-01;3.25E+00;1.62E-07;1.36E+00;7.02E-03;2.71E-07;6.81E-08;2.47E-09;3.83E-02;5.06E-04;1.37E-02;1.61E-01;3.75E+01;1.86E+02;1.79E+00;4.34E+01;1.53E-05
9815;9815;produits céréaliers;pâtes, riz et céréales;Pâtes fraîches, aux œufs, crues;Fresh egg pasta, raw;2;0;Ambiant (long);LDPE;Pas de préparation;2.22;2.33E-01;1.58E+00;9.58E-08;2.22E-01;4.81E-03;2.06E-07;3.89E-08;1.62E-09;2.87E-02;4.22E-04;9.88E-03;1.21E-01;2.74E+01;1.24E+02;1.64E+00;1.64E+01;6.78E-06
9816;9816;produits céréaliers;pâtes, riz et céréales;Pâtes fraîches, aux œufs, cuites, non salées;Fresh egg pasta, cooked, unsalted;2;0;Ambiant (long);LDPE;Micro-onde ;2.22;2.67E-01;1.73E+00;1.13E-07;6.95E-01;5.19E-03;2.15E-07;4.35E-08;1.73E-09;2.99E-02;4.51E-04;1.08E-02;1.26E-01;2.82E+01;1.27E+02;1.72E+00;2.77E+01;8.12E-06
9810;9810;produits céréaliers;pâtes, riz et céréales;Pâtes sèches standard, crues;Dried pasta, raw;2;0;Ambiant (long);LDPE;Pas de préparation;2.88;2.77E-01;2.15E+00;1.65E-07;2.51E-01;8.57E-03;1.54E-07;6.67E-08;1.60E-09;2.17E-02;7.80E-04;1.79E-02;8.10E-02;1.46E+01;2.20E+02;1.57E+00;2.79E+01;1.17E-05
9811;9811;produits céréaliers;pâtes, riz et céréales;Pâtes sèches standard, cuites, non salées;Dried pasta, cooked, unsalted;2;0;Ambiant (long);PP;Cuisson à l'eau;2.88;1.35E-01;1.05E+00;8.63E-08;2.74E-01;3.81E-03;6.91E-08;3.01E-08;7.46E-10;9.68E-03;3.33E-04;7.95E-03;3.60E-02;6.96E+00;9.73E+01;7.07E-01;1.73E+01;6.18E-06
9870;9870;produits céréaliers;pâtes, riz et céréales;Pâtes sèches, au blé complet, crues;Dried pasta, wholemeal, raw;2;0;Ambiant (long);LDPE;Pas de préparation;2.88;2.63E-01;2.04E+00;1.57E-07;2.42E-01;8.12E-03;1.46E-07;6.31E-08;1.52E-09;2.05E-02;7.38E-04;1.70E-02;7.67E-02;1.38E+01;2.09E+02;1.49E+00;2.65E+01;1.11E-05
9871;9871;produits céréaliers;pâtes, riz et céréales;Pâtes sèches, au blé complet, cuites, non salées;Dried pasta, wholemeal, cooked, unsalted;2;0;Ambiant (long);PP;Cuisson à l'eau;2.88;1.35E-01;1.05E+00;8.63E-08;2.74E-01;3.81E-03;6.90E-08;3.00E-08;7.45E-10;9.67E-03;3.32E-04;7.94E-03;3.59E-02;6.94E+00;9.73E+01;7.07E-01;1.73E+01;6.18E-06
9821;9821;produits céréaliers;pâtes, riz et céréales;Pâtes sèches, aux œufs, crues;Dried egg pasta, raw;2;0;Ambiant (long);LDPE;Pas de préparation;2.88;2.63E-01;2.04E+00;1.57E-07;2.42E-01;8.12E-03;1.46E-07;6.31E-08;1.52E-09;2.05E-02;7.38E-04;1.70E-02;7.67E-02;1.38E+01;2.09E+02;1.49E+00;2.65E+01;1.11E-05
9822;9822;produits céréaliers;pâtes, riz et céréales;Pâtes sèches, aux œufs, cuites, non salées;Dried egg pasta, cooked, unsalted;2;0;Ambiant (long);PP;Micro-onde ;2.22;2.60E-01;1.65E+00;1.10E-07;7.13E-01;4.83E-03;2.12E-07;4.28E-08;1.70E-09;2.95E-02;3.98E-04;1.07E-02;1.25E-01;2.78E+01;1.26E+02;1.58E+00;2.73E+01;7.93E-06
9874;9874;produits céréaliers;pâtes, riz et céréales;Pâtes sèches, sans gluten, crues;Dried pasta, gluten-free, raw;2;0;Ambiant (long);LDPE;Pas de préparation;1.93;2.38E-01;1.56E+00;1.69E-07;2.18E-01;4.81E-03;1.29E-07;3.35E-08;1.36E-09;1.67E-02;3.17E-04;7.18E-03;6.72E-02;5.65E+01;9.79E+01;6.77E+00;1.97E+01;5.99E-06
9824;9824;produits céréaliers;pâtes, riz et céréales;Pâtes sèches, sans gluten, cuites, non salées;Dried pasta, gluten-free, cooked, unsalted;2;0;Ambiant (long);PP;Cuisson à l'eau;2.88;1.18E-01;7.88E-01;8.82E-08;2.59E-01;2.15E-03;5.79E-08;1.54E-08;6.40E-10;7.47E-03;1.28E-04;3.19E-03;2.98E-02;2.55E+01;4.31E+01;3.01E+00;1.36E+01;3.66E-06
32123;32123;produits céréaliers;céréales de petit-déjeuner et biscuits;Pétales de blé avec noix, noisettes ou amandes, enrichis en vitamines et minéraux;Breakfast cereals, wheat flakes with walnuts, hazelnuts or almonds, fortified with vitamins and chemical elements;2;0;Ambiant (long);LDPE;Pas de préparation;4.03;6.32E-01;3.56E+00;1.90E-07;6.78E-01;9.88E-03;2.41E-07;2.92E-07;2.34E-09;3.45E-02;6.30E-04;3.02E-02;1.40E-01;3.98E+01;2.20E+02;2.87E+01;3.54E+01;1.20E-05
32011;32011;produits céréaliers;céréales de petit-déjeuner et biscuits;Pétales de blé chocolatés (non enrichis en vitamines et minéraux);Breakfast cereals, chocolate wheat grain flakes (not fortified with vitamins and chemical elements);2;0;Ambiant (long);Carton;Pas de préparation;3.71;6.20E-01;3.40E+00;1.97E-07;6.61E-01;9.49E-03;2.42E-07;2.92E-07;2.32E-09;3.41E-02;6.08E-04;3.03E-02;1.40E-01;4.01E+01;2.24E+02;2.85E+01;3.16E+01;1.15E-05
32009;32009;produits céréaliers;céréales de petit-déjeuner et biscuits;Pétales de blé chocolatés, enrichis en vitamines et minéraux;Breakfast cereals, chocolate wheat grain flakes, fortified with vitamins and chemical elements;2;0;Ambiant (long);Carton;Pas de préparation;3.71;6.20E-01;3.40E+00;1.97E-07;6.61E-01;9.49E-03;2.42E-07;2.92E-07;2.32E-09;3.41E-02;6.08E-04;3.03E-02;1.40E-01;4.01E+01;2.24E+02;2.85E+01;3.16E+01;1.15E-05
32107;32107;produits céréaliers;céréales de petit-déjeuner et biscuits;Pétales de maïs glacés au sucre (non enrichis en vitamines et minéraux);Breakfast cereals, corn flakes, sugar iced (not fortified with vitamins and chemical elements);2;0;Ambiant (long);LDPE;Pas de préparation;4.03;6.32E-01;3.56E+00;1.90E-07;6.78E-01;9.88E-03;2.41E-07;2.92E-07;2.34E-09;3.45E-02;6.30E-04;3.02E-02;1.40E-01;3.98E+01;2.20E+02;2.87E+01;3.54E+01;1.20E-05
32121;32121;produits céréaliers;céréales de petit-déjeuner et biscuits;Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux;Breakfast cereals, corn flakes, sugar iced, fortified with vitamins and chemical elements;2;0;Ambiant (long);LDPE;Pas de préparation;4.03;6.32E-01;3.56E+00;1.90E-07;6.78E-01;9.88E-03;2.41E-07;2.92E-07;2.34E-09;3.45E-02;6.30E-04;3.02E-02;1.40E-01;3.98E+01;2.20E+02;2.87E+01;3.54E+01;1.20E-05
32014;32014;produits céréaliers;céréales de petit-déjeuner et biscuits;Pétales de maïs natures (non enrichis en vitamines et minéraux);Breakfast cereals, corn flakes, plain (not fortified with vitamins and chemical elements);2;0;Ambiant (long);LDPE;Pas de préparation;4.03;6.32E-01;3.56E+00;1.90E-07;6.78E-01;9.88E-03;2.41E-07;2.92E-07;2.34E-09;3.45E-02;6.30E-04;3.02E-02;1.40E-01;3.98E+01;2.20E+02;2.87E+01;3.54E+01;1.20E-05
32005;32005;produits céréaliers;céréales de petit-déjeuner et biscuits;Pétales de maïs natures, enrichis en vitamines et minéraux;Breakfast cereals, corn flakes, plain, fortified with vitamins and chemical elements;2;0;Ambiant (long);LDPE;Pas de préparation;4.03;6.32E-01;3.56E+00;1.90E-07;6.78E-01;9.88E-03;2.41E-07;2.92E-07;2.34E-09;3.45E-02;6.30E-04;3.02E-02;1.40E-01;3.98E+01;2.20E+02;2.87E+01;3.54E+01;1.20E-05
9615;9615;produits céréaliers;pâtes, riz et céréales;Polenta ou semoule de maïs, cuite, non salée;Polenta or maize semolina, cooked, unsalted;2;0;Ambiant (long);PP;Micro-onde ;2.56;1.03E-01;7.12E-01;5.20E-08;1.71E-01;3.05E-03;5.75E-08;2.60E-08;6.04E-10;8.13E-03;2.67E-04;7.10E-03;3.13E-02;5.12E+00;8.78E+01;5.43E-01;1.09E+01;4.63E-06
9614;9614;produits céréaliers;pâtes, riz et céréales;Polenta ou semoule de maïs, précuite, sèche;Polenta or Maize/corn semolina, pre-cooked, dried;2;0;Ambiant (long);LDPE;Pas de préparation;3.19;2.31E-01;1.67E+00;1.18E-07;2.11E-01;7.17E-03;1.31E-07;5.88E-08;1.37E-09;1.86E-02;6.45E-04;1.61E-02;7.13E-02;1.18E+01;1.99E+02;1.35E+00;2.15E+01;9.66E-06
9231;9231;produits céréaliers;céréales de petit-déjeuner et biscuits;Pop-corn ou Maïs éclaté, à l'air, non salé;Pop-corn or air-popped maize, unsalted;2;0;Ambiant (long);Carton;Four;2.15;1.90E-01;9.85E-01;9.79E-08;7.04E-01;2.66E-03;1.10E-07;3.23E-08;1.26E-09;1.40E-02;2.45E-04;5.71E-03;6.00E-02;3.26E+01;8.19E+01;4.33E+00;2.16E+01;7.28E-06
9230;9230;produits céréaliers;céréales de petit-déjeuner et biscuits;Pop-corn ou Maïs éclaté, à l'huile, salé;Pop-corn or oil popped maize, salted;2;0;Ambiant (long);Carton;Four;1.86;1.72E-01;9.09E-01;9.22E-08;6.97E-01;2.55E-03;9.63E-08;2.85E-08;1.13E-09;1.18E-02;2.46E-04;4.70E-03;4.90E-02;2.65E+01;6.63E+01;3.47E+00;2.14E+01;9.84E-06
9232;9232;produits céréaliers;céréales de petit-déjeuner et biscuits;Pop-corn ou Maïs éclaté, au caramel;Pop-corn or popped maize, with caramel;2;0;Ambiant (long);Carton;Pas de préparation;2.13;2.38E-01;1.64E+00;1.15E-07;6.11E-01;3.94E-03;1.74E-07;4.02E-08;1.37E-09;2.34E-02;3.01E-04;8.69E-03;9.98E-02;2.84E+01;1.02E+02;3.33E+00;2.20E+01;7.29E-06
23081;23081;produits céréaliers;gâteaux et pâtisseries;Quatre-quarts ou barre pâtissière, préemballé;Pound cake, prepacked;2;0;Ambiant (long);PS;Pas de préparation;2.13;4.39E-01;3.69E+00;1.49E-07;7.45E-01;7.64E-03;3.64E-07;8.30E-08;2.80E-09;5.17E-02;5.24E-04;1.61E-02;2.21E-01;4.94E+01;2.19E+02;2.53E+00;3.10E+01;1.17E-05
9340_2;9340;produits céréaliers;pâtes, riz et céréales;Quinoa FR, cru;Quinoa FR, raw;2;0;Ambiant (long);LDPE;Pas de préparation;1.76;1.28E+00;8.54E+00;2.84E-07;2.60E-01;9.78E-03;1.83E-07;1.57E-07;4.06E-09;2.60E-02;6.92E-04;1.01E-01;9.69E-02;6.51E+01;2.91E+02;8.09E+01;3.63E+01;5.27E-05
9341_2;9341;produits céréaliers;pâtes, riz et céréales;Quinoa FR, cuit;Quinoa FR, boiled/cooked in water, unsalted;2;0;Ambiant (long);PP;Micro-onde;2.25;5.69E-01;3.75E+00;1.25E-07;1.93E-01;4.20E-03;8.07E-08;6.94E-08;1.79E-09;1.14E-02;2.87E-04;4.47E-02;4.26E-02;2.87E+01;1.28E+02;3.58E+01;1.74E+01;2.37E-05
9341_1;9341;produits céréaliers;pâtes, riz et céréales;Quinoa, bouilli/cuit à l'eau, non salé;Quinoa, boiled/cooked in water, unsalted;2;0;Ambiant (long);PP;Micro-onde ;2.55;3.51E-01;2.66E+00;1.10E-07;1.50E-01;7.26E-03;8.10E-08;3.37E-07;1.73E-09;1.34E-02;1.06E-04;6.20E-03;5.45E-02;5.84E+01;6.90E+01;1.37E+01;2.41E+01;5.95E-06
9340_1;9340;produits céréaliers;pâtes, riz et céréales;Quinoa, cru;Quinoa, raw;2;0;Ambiant (long);LDPE;Pas de préparation;2.55;7.90E-01;6.07E+00;2.50E-07;1.64E-01;1.67E-02;1.84E-07;7.61E-07;3.91E-09;3.06E-02;2.83E-04;1.41E-02;1.24E-01;1.32E+02;1.57E+02;3.10E+01;5.14E+01;1.26E-05
9101;9101;produits céréaliers;pâtes, riz et céréales;Riz blanc étuvé, cru;Rice, parboiled, raw;2;0;Ambiant (long);LDPE;Pas de préparation;3.61;9.76E-01;2.76E+00;1.40E-07;1.63E-01;9.60E-03;1.81E-07;6.93E-07;1.42E-09;2.91E-02;5.53E-04;2.18E-02;1.11E-01;6.04E+01;6.51E+01;7.90E+01;2.24E+01;1.49E-05
9105;9105;produits céréaliers;pâtes, riz et céréales;Riz blanc étuvé, cuit, non salé;Rice, parboiled, cooked, unsalted;2;0;Ambiant (long);PP;Cuisson à l'eau;3.61;4.45E-01;1.32E+00;7.55E-08;2.35E-01;4.28E-03;8.09E-08;3.07E-07;6.67E-10;1.30E-02;2.34E-04;9.65E-03;4.91E-02;2.73E+01;2.86E+01;3.50E+01;1.48E+01;7.61E-06
9100;9100;produits céréaliers;pâtes, riz et céréales;Riz blanc, cru;Rice, raw;2;0;Ambiant (long);LDPE;Pas de préparation;3.30;9.76E-01;2.76E+00;1.40E-07;1.63E-01;9.60E-03;1.81E-07;6.93E-07;1.42E-09;2.91E-02;5.53E-04;2.18E-02;1.11E-01;6.04E+01;6.51E+01;7.90E+01;2.24E+01;1.49E-05
9104;9104;produits céréaliers;pâtes, riz et céréales;Riz blanc, cuit, non salé;Rice, cooked, unsalted;2;0;Ambiant (long);PP;Cuisson à l'eau;3.30;4.45E-01;1.32E+00;7.55E-08;2.35E-01;4.28E-03;8.09E-08;3.07E-07;6.67E-10;1.30E-02;2.34E-04;9.65E-03;4.91E-02;2.73E+01;2.86E+01;3.50E+01;1.48E+01;7.61E-06
9102;9102;produits céréaliers;pâtes, riz et céréales;Riz complet, cru;Rice, brown, raw;2;0;Ambiant (long);LDPE;Pas de préparation;3.30;9.76E-01;2.76E+00;1.40E-07;1.63E-01;9.60E-03;1.81E-07;6.93E-07;1.42E-09;2.91E-02;5.53E-04;2.18E-02;1.11E-01;6.04E+01;6.51E+01;7.90E+01;2.24E+01;1.49E-05
9103;9103;produits céréaliers;pâtes, riz et céréales;Riz complet, cuit, non salé;Rice, brown, cooked, unsalted;2;0;Ambiant (long);PP;Cuisson à l'eau;3.30;4.45E-01;1.32E+00;7.55E-08;2.35E-01;4.28E-03;8.09E-08;3.07E-07;6.67E-10;1.30E-02;2.34E-04;9.65E-03;4.91E-02;2.73E+01;2.86E+01;3.50E+01;1.48E+01;7.61E-06
9109;9109;produits céréaliers;pâtes, riz et céréales;Riz rouge, cru;Rice, red, raw;2;0;Ambiant (long);LDPE;Pas de préparation;3.30;9.76E-01;2.76E+00;1.40E-07;1.63E-01;9.60E-03;1.81E-07;6.93E-07;1.42E-09;2.91E-02;5.53E-04;2.18E-02;1.11E-01;6.04E+01;6.51E+01;7.90E+01;2.24E+01;1.49E-05
9110;9110;produits céréaliers;pâtes, riz et céréales;Riz rouge, cuit, non salé;Rice, red, cooked, unsalted;2;0;Ambiant (long);PP;Cuisson à l'eau;3.30;4.45E-01;1.32E+00;7.55E-08;2.35E-01;4.28E-03;8.09E-08;3.07E-07;6.67E-10;1.30E-02;2.34E-04;9.65E-03;4.91E-02;2.73E+01;2.86E+01;3.50E+01;1.48E+01;7.61E-06
9108;9108;produits céréaliers;pâtes, riz et céréales;Riz sauvage, cru;Wild rice, raw;2;0;Ambiant (long);LDPE;Pas de préparation;3.30;9.76E-01;2.76E+00;1.40E-07;1.63E-01;9.60E-03;1.81E-07;6.93E-07;1.42E-09;2.91E-02;5.53E-04;2.18E-02;1.11E-01;6.04E+01;6.51E+01;7.90E+01;2.24E+01;1.49E-05
9111;9111;produits céréaliers;pâtes, riz et céréales;Riz sauvage, cuit, non salé;Wild rice, cooked, unsalted;2;0;Ambiant (long);PP;Cuisson à l'eau;3.30;4.45E-01;1.32E+00;7.55E-08;2.35E-01;4.28E-03;8.09E-08;3.07E-07;6.67E-10;1.30E-02;2.34E-04;9.65E-03;4.91E-02;2.73E+01;2.86E+01;3.50E+01;1.48E+01;7.61E-06
9119;9119;produits céréaliers;pâtes, riz et céréales;Riz thaï ou basmati, cru;Basmati rice, raw;2;0;Ambiant (long);LDPE;Pas de préparation;3.30;1.63E+00;4.10E+00;1.51E-07;1.80E-01;1.19E-02;2.52E-07;1.30E-06;2.01E-09;4.00E-02;9.07E-04;3.47E-02;1.56E-01;1.03E+02;6.71E+01;1.38E+02;2.94E+01;2.39E-05
9121;9121;produits céréaliers;pâtes, riz et céréales;Riz, mélange de variétés (blanc, complet, rouge, sauvage, etc.), cru;Rice, mix of species (white, wholegrain, wild, red,etc.), raw;2;0;Ambiant (long);LDPE;Pas de préparation;3.30;9.76E-01;2.76E+00;1.40E-07;1.63E-01;9.60E-03;1.81E-07;6.93E-07;1.42E-09;2.91E-02;5.53E-04;2.18E-02;1.11E-01;6.04E+01;6.51E+01;7.90E+01;2.24E+01;1.49E-05
23033;23033;produits céréaliers;gâteaux et pâtisseries;Rocher coco ou Congolais (petit gâteau à la noix de coco);Rock-shaped coconut cake;2;0;Ambiant (long);PS;Pas de préparation;2.71;3.06E-01;1.75E+00;1.17E-07;5.95E-01;6.17E-03;2.42E-07;4.84E-08;3.13E-09;3.36E-02;3.52E-04;1.24E-02;1.40E-01;4.73E+01;1.12E+02;4.57E+00;2.63E+01;7.85E-06
24070;24070;produits céréaliers;céréales de petit-déjeuner et biscuits;Sablé à la noix de coco;Shortbread cookie w coconut;2;0;Ambiant (long);Carton;Pas de préparation;2.28;3.27E-01;2.49E+00;1.38E-07;6.70E-01;6.20E-03;2.48E-07;6.14E-08;2.87E-09;3.47E-02;4.26E-04;1.38E-02;1.47E-01;4.32E+01;1.70E+02;2.80E+00;2.45E+01;9.76E-06
24080;24080;produits céréaliers;céréales de petit-déjeuner et biscuits;Sablé au cacao ou chocolat, au praliné ou autre;Shortbread cookie with cocoa or chocolate, or praline or other;2;0;Ambiant (long);Carton;Pas de préparation;2.03;4.68E-01;5.92E+00;1.52E-07;7.04E-01;1.06E-02;2.80E-07;6.42E-08;3.44E-09;3.80E-02;7.44E-04;2.01E-02;1.61E-01;4.02E+01;2.98E+02;1.59E+00;3.08E+01;1.10E-05
24072;24072;produits céréaliers;céréales de petit-déjeuner et biscuits;Sablé aux fruits (pomme, fruits rouges, etc.);Shortbread cookie with fruit (apple, red berries, etc.);2;0;Ambiant (long);Carton;Pas de préparation;2.28;3.08E-01;2.42E+00;1.35E-07;7.68E-01;5.40E-03;2.42E-07;5.45E-08;1.98E-09;3.36E-02;4.06E-04;1.19E-02;1.43E-01;3.26E+01;1.53E+02;1.97E+00;2.64E+01;9.45E-06
24071;24071;produits céréaliers;céréales de petit-déjeuner et biscuits;Sablé pâtissier;Shortbread pastry biscuit;2;0;Ambiant (long);Carton;Pas de préparation;2.14;3.51E-01;3.01E+00;1.43E-07;7.12E-01;6.22E-03;2.75E-07;6.70E-08;2.35E-09;3.86E-02;4.59E-04;1.41E-02;1.65E-01;3.79E+01;1.94E+02;1.73E+00;2.56E+01;1.07E-05
9380;9380;produits céréaliers;pâtes, riz et céréales;Sarrasin entier, cru;Buckwheat, whole, raw;2;0;Ambiant (long);LDPE;Pas de préparation;3.00;1.42E-01;1.16E+00;7.94E-08;1.44E-01;3.23E-03;7.52E-08;1.11E-08;1.54E-09;1.05E-02;3.23E-04;8.14E-03;4.32E-02;6.33E+00;1.06E+02;2.12E+00;1.28E+01;4.87E-06
9390;9390;produits céréaliers;pâtes, riz et céréales;Seigle entier, cru;Rye, whole, raw;2;0;Ambiant (long);LDPE;Pas de préparation;3.15;1.00E-01;7.25E-01;6.97E-08;1.30E-01;2.55E-03;5.45E-08;3.08E-08;1.04E-09;6.74E-03;1.85E-04;1.04E-02;2.54E-02;8.30E+00;2.51E+01;3.55E-01;1.16E+01;5.93E-06
9610;9610;produits céréaliers;pâtes, riz et céréales;Semoule de blé dur, crue;Durum wheat semolina, raw;2;0;Ambiant (long);LDPE;Pas de préparation;2.56;2.31E-01;1.67E+00;1.18E-07;2.11E-01;7.17E-03;1.31E-07;5.88E-08;1.37E-09;1.86E-02;6.45E-04;1.61E-02;7.13E-02;1.18E+01;1.99E+02;1.35E+00;2.15E+01;9.66E-06
9360;9360;produits céréaliers;pâtes, riz et céréales;Sorgho entier, cru;Sorghum, whole, raw;2;0;Ambiant (long);LDPE;Pas de préparation;3.45;1.04E-01;6.32E-01;5.99E-08;1.16E-01;2.06E-03;4.26E-08;5.74E-09;3.01E-10;4.79E-03;2.27E-04;3.82E-03;1.70E-02;8.28E+00;4.55E+01;4.14E+00;1.07E+01;4.27E-06
24009;24009;produits céréaliers;céréales de petit-déjeuner et biscuits;Spéculoos;Speculoos biscuit;2;0;Ambiant (long);Carton;Pas de préparation;2.14;4.34E-01;3.21E+00;1.70E-07;7.13E-01;7.07E-03;2.77E-07;1.37E-07;7.66E-09;3.90E-02;5.14E-04;1.45E-02;1.67E-01;1.59E+02;2.13E+02;3.58E+00;2.58E+01;1.12E-05
23497;23497;produits céréaliers;gâteaux et pâtisseries;Tarte au chocolat, fabrication artisanale;Chocolate tart from bakery;2;0;Ambiant (long);PS;Pas de préparation;2.19;5.26E-01;7.25E+00;1.48E-07;7.09E-01;1.31E-02;2.87E-07;6.78E-08;4.88E-09;3.70E-02;8.67E-04;2.10E-02;1.53E-01;4.00E+01;3.11E+02;1.79E+00;3.82E+01;1.27E-05
